Record,Institution UKPRN code,Institution name,Main panel name,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Research group code,Research group name
224,10007767,University of Keele,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,5,Evidence Synthesis and Large Dataset Research
225,10007767,University of Keele,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,6,Novel Drug Delivery and Application
226,10007767,University of Keele,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,7,Health Professional Education
227,10007767,University of Keele,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,8,Research Methodology
228,10007767,University of Keele,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,9,Pharmacoepidemiology
229,10007150,The University of Kent,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,(joint submission with University of Greenwich),B,Biological Sciences
230,10007150,The University of Kent,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,(joint submission with University of Greenwich),C,Chemistry and Drug Delivery
231,10007150,The University of Kent,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,(joint submission with University of Greenwich),P,Clinical and Pharmacy Practice
232,10003645,King's College London,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,A,Dentistry
233,10003645,King's College London,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,B,"Nursing, Midwifery & Palliative Care"
234,10003645,King's College London,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,C,Life Sciences & Medicine
235,10003678,Kingston University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,1,The Interdisciplinary Hub for the Study of Health and Age-Related Conditions
236,10003678,Kingston University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,2,The Centre for Applied Health and Social Care 
237,10007768,The University of Lancaster,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,A,FHM: Medical School
238,10007768,The University of Lancaster,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,B,FHM: Health Research
239,10007768,The University of Lancaster,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,C,FHM: Biomedical Life Sciences (BLS)
240,10007795,The University of Leeds,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,A,Nursing and Allied Health
241,10007795,The University of Leeds,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,B,Dentistry
242,10007151,University of Lincoln,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,1,Lincoln International Institute of Rural Health (LIIRH)
243,10007151,University of Lincoln,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,2,Community and Health Research Unit (CaHRU)
244,10007151,University of Lincoln,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,3,Cancer and Ageing (C&A)
245,10007151,University of Lincoln,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,4,"Diabetes, Metabolism and Inflammation (DMI)"
246,10007151,University of Lincoln,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,5,Microbiology and Biotechnology (M&B)
247,10007151,University of Lincoln,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,6,"Drug Discovery, Design and Delivery (4D)"
248,10003957,Liverpool John Moores University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,A,Health Promotion
249,10003957,Liverpool John Moores University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,B,Biomedical Science
250,10003957,Liverpool John Moores University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,C,Health Practice
251,10003957,Liverpool John Moores University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,D,Health Science
252,10003957,Liverpool John Moores University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,E,Forensic Science
253,10004048,London Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,1,"Cellular, Molecular and Immunology Research Centre "
254,10004048,London Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,2,Lipidomics and Nutrition Research Centre 
255,10004048,London Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,3,Public Health Nutrition Research Group
256,10004048,London Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,4,Centre for Primary Health and Social Care 
257,10004048,London Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,5,Molecular Systems for Health Research Group
258,10004078,London South Bank University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,A,Centre for Applied Research in Improvement and Innovation in Health and Social Care
259,10004078,London South Bank University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,B,Population Health and Prevention Research Group
260,10004078,London South Bank University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,C,"Ageing, Acute and Long Term Conditions Research Group"
261,10004078,London South Bank University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,D,Mental Health and Intellectual Disabilities Research Group
262,10004078,London South Bank University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,E,Workforce Innovation and Professional Education Research Group
263,10007798,The University of Manchester,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,A,Pharmacy and Optometry
264,10007798,The University of Manchester,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,B,"Nursing, Midwifery and Social Work"
265,10007798,The University of Manchester,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,C,Dentistry
266,10007798,The University of Manchester,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,D,"Human Communication, Development and Hearing"
267,10007798,The University of Manchester,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,E,"Population Health, Health Services Research and Primary Care"
268,10007798,The University of Manchester,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,F,Psychology and Mental Health
269,10007798,The University of Manchester,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,G,"Infection, Immunity and Respiratory Medicine"
270,10007798,The University of Manchester,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,H,Cell Matrix Biology and Regenerative Medicine
271,10004180,Manchester Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,A,Ageing and Lifelong Health
272,10004180,Manchester Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,B,Cardiovascular Research
273,10004180,Manchester Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,C,Microbiology
274,10004180,Manchester Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,D,Neuroscience
275,10004180,Manchester Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,E,Communication Disability
276,10004180,Manchester Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,F,"Global Perspectives, Marginalisation and Thriving Communities"
277,10004180,Manchester Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,G,Mental Health
278,10004180,Manchester Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,H,Physiotherapy
279,10004180,Manchester Metropolitan University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,I,"Stress, Health and Performance"
280,10004351,Middlesex University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,1,Biophysics & Bioengineering
281,10004351,Middlesex University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,2,Biomarkers & Molecular Biology
282,10004351,Middlesex University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,3,Public Health Policy
283,10004351,Middlesex University,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,4,Nursing Research
284,10007799,University of Newcastle upon Tyne,"Medicine, health and life sciences","Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,A,Allied Health
